Precip(m3)	SWE(m3)	BCSurf(m3)	BCGW(m3)	Canopy(m3)	Surface(m3)	Channel(m3)	SoilW(m3)	SoilL1(m3)	SoilL2(m3)	SoilL3(m3)	RZW(m3)	GW(m3)	ET(m3)	EvapS(m3)	EvapC(m3)	EvapI(m3)	EvapT(m3)	Leakage(m3)	SrfOut(m3)	GWOut(m3)	SrftoCh	GWtoCh	Rchrge	SatExt	MBErr	2H_MBE
704106	0	432024	0	11743.9	0	931.189	1.89035e+06	64638.6	230139	1.20013e+06	255765	395445	560729	118734	35981.5	78632.6	363363	0	458545	2224.06	58878.4	4554.68	261771	0.118705	4.71874e-14	32.2948
704106	0	432723	0	11604.7	0	1054.49	1.88982e+06	64484	230189	1.20013e+06	255652	395019	561037	118900	36021.5	78738.5	363398	0	459435	2232.16	59215.2	4572.21	261817	0.116906	5.50389e-14	32.3038
704106	0	434026	0	11492.3	0	1317.18	1.88907e+06	64136.6	230222	1.20013e+06	255332	394579	561579	119297	36127	78832	363449	0	460685	2240.27	59513.8	4589.73	261848	0.115108	5.50147e-14	32.317
704973	0	435692	0	11578.6	0	1646.17	1.88916e+06	64624.6	230261	1.20013e+06	255852	394150	561829	119464	36175	78840	363524	0	462400	2248.37	59921.8	4607.25	261889	0.118705	4.71152e-14	32.3341
704973	0	437424	0	11542.6	0	1777.69	1.88868e+06	64534.7	230296	1.20013e+06	255791	393718	561972	119525	36184.1	78840	363606	0	464364	2256.47	60276.7	4624.77	261926	0.118705	4.70877e-14	32.3509
721150	0	439613	0	12841	0	2463.49	1.90143e+06	65050	234720	1.20013e+06	259981	401536	562112	119610	36202.4	78888.2	363614	0	467821	2264.58	62231.3	4642.45	270233	0.124101	4.6798e-14	32.5955
721439	0	441713	0	12810.3	0	2065.63	1.90104e+06	64761.7	234933	1.20013e+06	259869	401215	562432	119861	36265.2	78923.8	363648	0	470644	2272.68	62601.8	4660.13	270400	0.122302	7.01408e-14	32.6344
721439	0	443037	0	12792.6	0	1548.55	1.90008e+06	64242.7	234951	1.20013e+06	259365	400758	563085	120422	36396.7	78923.8	363740	0	472667	2280.78	62897.5	4677.8	270432	0.116906	3.89499e-14	32.6675
721728	0	443847	0	12829.1	0	1258.67	1.89969e+06	64276.2	234987	1.20013e+06	259429	400300	563341	120677	36462.2	78923.8	363740	0	474079	2288.88	63257.7	4695.47	270461	0.116906	3.89355e-14	32.6847
721728	0	444636	0	12803.7	0	1095.99	1.89891e+06	63911.1	235027	1.20013e+06	259097	399847	563815	121152	36582.1	78923.8	363740	0	475232	2296.99	63561	4713.14	270493	0.116906	4.67103e-14	32.7005
721728	0	445488	0	12799.7	0	1082.88	1.89817e+06	63587.3	235061	1.20013e+06	258801	399389	564243	121579	36700	78923.8	363740	0	476296	2305.09	63859.5	4730.8	270519	0.116906	5.44798e-14	32.7044
725195	0	446138	0	13104.9	0	1160.23	1.90035e+06	64899.6	235585	1.20013e+06	260548	399734	564539	121863	36783.1	78923.8	363752	0	477462	2313.19	64519	4748.48	271349	0.125899	6.21771e-14	32.7753
739069	0	446741	0	14216.3	0	1599.9	1.91119e+06	65200.8	239153	1.20013e+06	263813	406706	564670	121977	36818.5	78940.1	363753	0	479370	2321.29	66281.6	4766.29	278825	0.129496	3.86738e-14	32.9996
742249	0	447801	0	14419.2	0	1595.09	1.91333e+06	64992.9	240125	1.20013e+06	264412	408084	564774	121977	36818.5	79034.7	363762	0	481159	2329.4	66987.5	4784.13	280710	0.129496	6.95149e-14	33.0351
743984	0	449138	0	14571.3	0	1625.02	1.9142e+06	64960.7	240616	1.20013e+06	264788	408496	564915	122118	36860.8	79034.9	363763	0	482986	2337.5	67531.4	4801.98	281630	0.129496	6.17282e-14	33.1007
753230	0	450726	0	15352.3	0	2036.4	1.9213e+06	65158.2	242891	1.20013e+06	266875	413124	564915	122118	36860.8	79034.9	363763	0	485519	2345.6	68870.1	4819.92	286777	0.129496	6.91957e-14	33.2338
753230	0	452144	0	15349	0	1704.31	1.92067e+06	64775.6	242976	1.20013e+06	266563	412794	565148	122333	36911	79034.9	363780	0	487608	2353.7	69241.6	4837.85	286966	0.129496	4.61089e-14	33.2654
753230	0	453152	0	15349	0	1391.6	1.91996e+06	64506.5	243000	1.20013e+06	266314	412327	565482	122667	36989.4	79034.9	363780	0	489222	2361.81	69595.3	4855.79	287016	0.129496	5.37758e-14	33.3056
753230	0	454139	0	15267.8	0	1258.97	1.91915e+06	64145.1	243017	1.20013e+06	265966	411857	566018	123109	37095	79116.2	363793	0	490588	2369.91	69928.5	4873.72	287063	0.124101	5.37583e-14	33.343
